text,label,language,confidence_score
Help! armed robbery at a dormitory,Police,amharic,0.93
Emergency response needed for confined space rescue at the Park,Fire Force,english,0.95
"robbery in progress at the University campus, police needed",Police,english,0.9
Security incident: stabbing at the School,Police,english,0.91
Help! missing person at Bus Terminal,Police,afaan_oromo,0.89
Fire emergency: hazmat incident at a villa,Fire Force,english,0.9
Just ignore this,Other,english,0.96
Law enforcement required for domestic dispute at the Stadium,Police,amharic,0.78
"Critical: burn victim at the local Pharmacy, need doctor",Medical/Hospital,english,0.97
"URGENT: asthma attack at the Park, send paramedics",Medical/Hospital,english,0.97
Medical crisis: back injury at Kebele 04,Medical/Hospital,english,0.86
Crime alert: drug dealing at an Apartment building,Police,english,0.95
Feedback: practice report,Other,english,0.91
"URGENT: woman in labor at a local house, send paramedics",Medical/Hospital,english,0.87
"Person experiencing allergic reaction at Kebele 02, need ambulance",Medical/Hospital,english,0.87
"Person experiencing cardiac arrest at the construction site, need ambulance",Medical/Hospital,english,0.89
"Patient with hypothermia at a private residence, requires hospital transport",Medical/Hospital,afaan_oromo,0.82
Fire emergency: attic fire at Central Bank,Fire Force,english,0.96
Person suffering from breathing difficulty at Kebele 08,Medical/Hospital,english,0.85
"Person experiencing chest pain at the Roundabout, need ambulance",Medical/Hospital,afaan_oromo,0.88
"Witnessed car theft at the Gas Station, send police",Police,english,0.93
Crime alert: fraud at the Bridge,Police,english,0.93
Ambulance needed immediately for broken leg at the Hospital gate,Medical/Hospital,english,0.88
"break-in at the Main Factory, immediate police response needed",Police,english,0.88
Medical emergency: collapsed person reported at the School,Medical/Hospital,english,0.85
"Witnessed harassment at the School, send police",Police,afaan_oromo,0.88
Call police: stolen vehicle happening at the shopping mall right now,Police,english,0.84
Help! carbon monoxide alarm at my Home,Fire Force,english,0.92
"Patient with severe bleeding at a family home, requires hospital transport",Medical/Hospital,english,0.98
Emergency! hypothermia at an Apartment building,Medical/Hospital,english,0.93
Medical crisis: severe headache at Sarbet,Medical/Hospital,english,0.86
"Critical: poisoning at a private residence, need doctor",Medical/Hospital,english,0.88
Police assistance required for missing person at the Roundabout,Police,english,0.85
Person suffering from hypothermia at the Hotel,Medical/Hospital,english,0.89
"URGENT: fight reported at the Hotel, send officers",Police,english,0.92
Law enforcement required for missing person at a family home,Police,english,0.88
Smoke reported: house fire at an Apartment building,Fire Force,afaan_oromo,0.94
Police needed immediately for harassment at a compound,Police,english,0.9
Flames visible: smoke investigation at Sarbet,Fire Force,english,0.89
"riot at Atlas area, immediate police response needed",Police,amharic,0.86
Call police: assault happening at Bus Terminal right now,Police,english,0.96
Medical emergency: allergic reaction reported at an Apartment building,Medical/Hospital,english,0.93
"stroke reported at the Hospital gate, send medical help",Medical/Hospital,english,0.89
"Report of assault at the Church, police dispatched",Police,afaan_oromo,0.92
Fire alarm: fuel spill at the Fire Station,Fire Force,english,0.93
Ambulance needed immediately for diabetic emergency at the Fire Station,Medical/Hospital,english,0.85
Fire response required for chimney fire at Central Bank,Fire Force,english,0.95
"URGENT: chimney fire reported at a family home, send fire department",Fire Force,amharic,0.85
"Witnessed missing person at the Roundabout, send police",Police,english,0.84
Police emergency: burglary at Gerji,Police,english,0.95
Emergency! panic attack at the Bridge,Medical/Hospital,english,0.85
Person suffering from animal bite at a family home,Medical/Hospital,english,0.91
"Person experiencing choking incident at the Restaurant, need ambulance",Medical/Hospital,english,0.96
Crime alert: stabbing at Central Bank,Police,english,0.92
Structure fire: explosion at Sarbet,Fire Force,english,0.9
Person suffering from burn injury at the Office,Medical/Hospital,english,0.95
Call police: hit and run happening at Kazanchis right now,Police,english,0.95
"Witnessed kidnapping at the shopping mall, send police",Police,english,0.91
Hazardous situation: house fire at the Mosque,Fire Force,english,0.98
Crime alert: mugging at Gerji,Police,english,0.98
Emergency! collapsed person at the Office,Medical/Hospital,english,0.96
"carbon monoxide alarm at the Park, immediate fire response required",Fire Force,english,0.92
"Critical: vehicle fire at a local house, multiple units needed",Fire Force,amharic,0.86
"Report of gas leak at my Home, fire trucks needed",Fire Force,english,0.91
"Report of severe bleeding at Summit, medical team required",Medical/Hospital,english,0.92
"Active robbery at Piazza, need backup",Police,english,0.95
"Patient with animal bite at the University campus, requires hospital transport",Medical/Hospital,english,0.9
"URGENT: rubbish fire reported at the Office, send fire department",Fire Force,english,0.9
"Critical: house fire at Bole Road, multiple units needed",Fire Force,english,0.99
"URGENT: pickpocketing reported at the Stadium, send officers",Police,english,0.86
Emergency medical assistance needed for burn injury at Kebele 06,Medical/Hospital,english,0.96
"Report of vandalism at the Roundabout, police dispatched",Police,english,0.83
Flames visible: attic fire at a family home,Fire Force,english,0.92
"Critical: severe headache at the Police Station, need doctor",Medical/Hospital,english,0.85
Smoke reported: brush fire at Kebele 06,Fire Force,english,0.91
"URGENT: panic attack at Adama Market, send paramedics",Medical/Hospital,english,0.88
Ambulance needed immediately for chest pain at a private residence,Medical/Hospital,english,0.93
Emergency response needed for rubbish fire at Summit,Fire Force,english,0.85
"URGENT: woman in labor at Gerji, send paramedics",Medical/Hospital,english,0.92
Person suffering from stroke at a local house,Medical/Hospital,english,0.98
Crime alert: missing person at the Police Station,Police,english,0.95
"Report of fainting spell at the Mosque, medical team required",Medical/Hospital,english,0.9
Need doctor for burn victim at the Gas Station immediately,Medical/Hospital,english,0.97
Fire response required for chimney fire at a shared house,Fire Force,english,0.91
"Report of attic fire at the Office, fire trucks needed",Fire Force,afaan_oromo,0.93
"Patient with eye injury at Adama Market, requires hospital transport",Medical/Hospital,english,0.86
Police emergency: domestic dispute at a shared house,Police,amharic,0.84
Structure fire: electrical fire at a villa,Fire Force,english,0.88
Hazardous situation: forest fire at Atlas area,Fire Force,english,0.93
Emergency: home invasion occurring at the Restaurant,Police,english,0.92
Structure fire: fuel spill at the School,Fire Force,english,0.94
"Active stolen vehicle at the Office, need backup",Police,english,0.94
"Critical: collapsed person at Main Road, need doctor",Medical/Hospital,english,0.88
Police emergency: break-in at the School,Police,english,0.94
"URGENT: panic attack at the construction site, send paramedics",Medical/Hospital,english,0.87
"Patient with collapsed person at the Mosque, requires hospital transport",Medical/Hospital,english,0.9
Help! trespassing at a family home,Police,amharic,0.78
"Witnessed drug dealing at Main Road, send police",Police,english,0.94
Someone is having heart attack at Kebele 04,Medical/Hospital,english,0.95
"Person experiencing panic attack at a family home, need ambulance",Medical/Hospital,amharic,0.8
"Critical: overdose at a villa, need doctor",Medical/Hospital,english,0.9
"URGENT: animal bite at the Stadium, send paramedics",Medical/Hospital,english,0.85
Police assistance required for suspicious person at CMC Condominium,Police,english,0.9
Structure fire: wildfire at the Stadium,Fire Force,english,0.92
"car theft at Kazanchis, immediate police response needed",Police,english,0.94
"explosion at the Park, immediate fire response required",Fire Force,english,0.94
"asthma attack reported at the Park, send medical help",Medical/Hospital,english,0.86
Ambulance needed immediately for drowning incident at the Gas Station,Medical/Hospital,english,0.93
Help! kitchen fire at the Park,Fire Force,english,0.88
Police assistance required for hit and run at a compound,Police,english,0.91
"Report of broken leg at a shared house, medical team required",Medical/Hospital,afaan_oromo,0.85
Flames visible: attic fire at Bus Terminal,Fire Force,english,0.9
"URGENT: drowning incident at the Mosque, send paramedics",Medical/Hospital,english,0.98
"assault in progress at Piazza, police needed",Police,english,0.95
"URGENT: missing person reported at Kebele 04, send officers",Police,english,0.93
Medical crisis: heart attack at Adama Market,Medical/Hospital,english,0.99
Emergency response needed for smoke investigation at the Hotel,Fire Force,english,0.85
Police needed immediately for identity theft at the Bridge,Police,afaan_oromo,0.77
Person suffering from chest pain at Kebele 08,Medical/Hospital,english,0.85
Security incident: stolen vehicle at the Office,Police,english,0.86
"Active assault at Bole Road, need backup",Police,english,0.96
"Critical: cardiac arrest at Kebele 02, need doctor",Medical/Hospital,english,0.98
Call police: stabbing happening at Gerji right now,Police,english,0.99
"Critical: poisoning at the University campus, need doctor",Medical/Hospital,english,0.96
"Critical: severe bleeding at the University campus, need doctor",Medical/Hospital,english,0.92
Help! basement fire at the construction site,Fire Force,amharic,0.89
"assault at Main Road, immediate police response needed",Police,afaan_oromo,0.85
Structure fire: carbon monoxide alarm at the Fire Station,Fire Force,english,0.92
Police emergency: trespassing at Mexico Square,Police,english,0.89
Medical crisis: asthma attack at Kazanchis,Medical/Hospital,amharic,0.91
Police needed immediately for robbery at the Hotel,Police,english,0.86
"Report of trespassing at the shopping mall, police dispatched",Police,english,0.82
Emergency: harassment occurring at the School,Police,afaan_oromo,0.84
Emergency: electrical fire occurring at a shared house,Fire Force,afaan_oromo,0.83
"respiratory distress reported at Central Bank, send medical help",Medical/Hospital,afaan_oromo,0.89
"Report of missing person at a family home, police dispatched",Police,english,0.9
Help! chest pain occurring at the Gas Station,Medical/Hospital,english,0.9
"URGENT: choking incident at Bus Terminal, send paramedics",Medical/Hospital,english,0.86
Police needed immediately for stabbing at the Roundabout,Police,english,0.91
Fire alarm: chimney fire at the School,Fire Force,english,0.86
Police assistance required for carjacking at Kebele 04,Police,english,0.99
Law enforcement required for missing person at the local Pharmacy,Police,amharic,0.82
Help! drowning incident occurring at the Church,Medical/Hospital,english,0.99
Emergency medical assistance needed for head injury at the Hospital gate,Medical/Hospital,english,0.92
Police emergency: drug dealing at the Hospital gate,Police,english,0.89
Security incident: suspicious person at the Bank,Police,english,0.87
Police assistance required for trespassing at the local Pharmacy,Police,english,0.82
Emergency medical assistance needed for asthma attack at Summit,Medical/Hospital,english,0.87
Person suffering from animal bite at Bus Terminal,Medical/Hospital,english,0.87
Security incident: drug dealing at a shared house,Police,english,0.89
Structure fire: electrical fire at the Stadium,Fire Force,english,0.98
"URGENT: robbery reported at the Church, send officers",Police,english,0.91
"Witnessed theft at the Restaurant, send police",Police,english,0.96
"Person experiencing fainting spell at my Home, need ambulance",Medical/Hospital,english,0.89
Emergency: confined space rescue occurring at the Bank,Fire Force,afaan_oromo,0.91
Need doctor for respiratory distress at Kebele 04 immediately,Medical/Hospital,english,0.9
Structure fire: forest fire at the Office,Fire Force,english,0.93
Crime alert: stabbing at a dormitory,Police,afaan_oromo,0.94
"Report of stroke at the Roundabout, medical team required",Medical/Hospital,english,0.89
Medical emergency: diabetic emergency reported at the Hotel,Medical/Hospital,afaan_oromo,0.84
"URGENT: robbery reported at a shared house, send officers",Police,english,0.98
FYI: practice report,Other,english,0.98
Call firefighters: transformer fire at the Park,Fire Force,english,0.92
Medical crisis: broken leg at the University campus,Medical/Hospital,english,0.93
Help! panic attack occurring at the Hospital gate,Medical/Hospital,english,0.9
Hazardous situation: brush fire at Kebele 06,Fire Force,english,0.9
Fire alarm: explosion at the Police Station,Fire Force,afaan_oromo,0.93
Help! transformer fire at the Stadium,Fire Force,english,0.95
Help! respiratory distress occurring at a residential building,Medical/Hospital,english,0.93
"URGENT: heart attack at an Apartment building, send paramedics",Medical/Hospital,english,0.96
"suspicious person in progress at the shopping mall, police needed",Police,english,0.82
Help! balcony fire at the University campus,Fire Force,afaan_oromo,0.81
Fire emergency: rubbish fire at a villa,Fire Force,amharic,0.83
Help! burglary at the Hotel,Police,english,0.97
Smoke reported: roof fire at the Restaurant,Fire Force,english,0.95
"Active vandalism at a villa, need backup",Police,english,0.84
Structure fire: brush fire at the Park,Fire Force,afaan_oromo,0.87
"Witnessed robbery at Adama Market, send police",Police,english,0.92
Smoke reported: fuel spill at the local Pharmacy,Fire Force,english,0.95
Emergency: electrical fire occurring at the Bank,Fire Force,english,0.91
Flames visible: balcony fire at the Gas Station,Fire Force,english,0.89
Emergency: identity theft occurring at a dormitory,Police,english,0.82
Call firefighters: attic fire at Mexico Square,Fire Force,english,0.96
"home invasion at the Bank, immediate police response needed",Police,english,0.92
"Critical: hazmat incident at Train Station, multiple units needed",Fire Force,english,0.92
Fire response required for smoke investigation at Piazza,Fire Force,english,0.85
Crime alert: carjacking at the Mosque,Police,afaan_oromo,0.83
Emergency medical assistance needed for stroke at CMC Condominium,Medical/Hospital,english,0.93
Medical crisis: severe headache at a residential building,Medical/Hospital,english,0.85
Fire alarm: attic fire at Kebele 08,Fire Force,english,0.97
"URGENT: choking incident at Gerji, send paramedics",Medical/Hospital,english,0.93
"chimney fire at the University campus, immediate fire response required",Fire Force,english,0.85
"Patient with heart attack at Mexico Square, requires hospital transport",Medical/Hospital,amharic,0.85
"Report of smoke investigation at a villa, fire trucks needed",Fire Force,english,0.87
Just letting you know: is this working,Other,english,0.93
Fire response required for apartment fire at Summit,Fire Force,english,0.97
"severe headache reported at Kebele 04, send medical help",Medical/Hospital,english,0.93
Flames visible: basement fire at the Restaurant,Fire Force,afaan_oromo,0.86
"Active identity theft at the Roundabout, need backup",Police,english,0.86
Security incident: fight at the Bridge,Police,english,0.96
Emergency: kidnapping occurring at Mexico Square,Police,english,0.91
"electrical fire at Sarbet, immediate fire response required",Fire Force,english,0.95
Someone is having choking incident at a dormitory,Medical/Hospital,english,0.92
"Witnessed burglary at Piazza, send police",Police,english,0.87
Fire response required for chimney fire at Adama Market,Fire Force,english,0.93
Emergency response needed for attic fire at Atlas area,Fire Force,english,0.92
Fire emergency: balcony fire at a dormitory,Fire Force,english,0.86
Medical emergency: hypothermia reported at the University campus,Medical/Hospital,english,0.88
Someone is having unconscious person at Bus Terminal,Medical/Hospital,amharic,0.93
Law enforcement required for trespassing at the School,Police,english,0.84
"Witnessed stolen vehicle at a family home, send police",Police,english,0.85
Medical crisis: allergic reaction at a shared house,Medical/Hospital,english,0.92
Just letting you know: how to use this,Other,english,0.91
Need doctor for seizure at Piazza immediately,Medical/Hospital,english,0.96
Crime alert: suspicious person at the construction site,Police,english,0.88
Crime alert: assault at the Main Factory,Police,english,0.86
Emergency: warehouse fire occurring at the Restaurant,Fire Force,english,0.99
Fire alarm: house fire at Atlas area,Fire Force,english,0.91
Need doctor for drowning incident at the Bridge immediately,Medical/Hospital,english,0.89
Police needed immediately for domestic dispute at the Gas Station,Police,english,0.95
Just letting you know: thank you,Other,english,0.89
Police assistance required for harassment at the Police Station,Police,english,0.85
Just how are you,Other,english,0.96
"Report of kidnapping at a local house, police dispatched",Police,english,0.95
Police emergency: theft at the construction site,Police,amharic,0.91
"Patient with electric shock at the Hotel, requires hospital transport",Medical/Hospital,english,0.96
Structure fire: roof fire at the School,Fire Force,amharic,0.89
"Witnessed robbery at the Hospital gate, send police",Police,english,0.92
Help! poisoning occurring at Kebele 04,Medical/Hospital,english,0.93
Just letting you know: training exercise,Other,english,0.97
"URGENT: overdose at the Stadium, send paramedics",Medical/Hospital,amharic,0.9
Help! stabbing at the School,Police,english,0.93
Person suffering from woman in labor at Train Station,Medical/Hospital,amharic,0.82
Structure fire: apartment fire at Adama Market,Fire Force,english,0.93
"armed robbery at Atlas area, immediate police response needed",Police,english,0.98
"Critical: gas leak at the Fire Station, multiple units needed",Fire Force,english,0.94
Emergency: stolen vehicle occurring at the School,Police,english,0.85
Ambulance needed immediately for heart attack at a local house,Medical/Hospital,english,0.89
Emergency: missing person occurring at Main Road,Police,english,0.84
Security incident: stabbing at Gerji,Police,english,0.96
"Person experiencing drowning incident at Main Road, need ambulance",Medical/Hospital,english,0.92
Person suffering from cardiac arrest at my Home,Medical/Hospital,english,0.89
"woman in labor reported at the Roundabout, send medical help",Medical/Hospital,amharic,0.82
Fire response required for chimney fire at a family home,Fire Force,english,0.92
"Report of animal bite at Central Bank, medical team required",Medical/Hospital,english,0.93
Emergency! drowning incident at the construction site,Medical/Hospital,english,0.93
Call firefighters: industrial fire at the Roundabout,Fire Force,english,0.88
Need doctor for respiratory distress at Bus Terminal immediately,Medical/Hospital,english,0.97
"Report of carbon monoxide alarm at Atlas area, fire trucks needed",Fire Force,english,0.92
Fire alarm: confined space rescue at CMC Condominium,Fire Force,amharic,0.82
Emergency medical assistance needed for heat stroke at the Bridge,Medical/Hospital,english,0.88
Fire emergency: balcony fire at Bus Terminal,Fire Force,english,0.96
Need doctor for asthma attack at a shared house immediately,Medical/Hospital,english,0.95
Fire alarm: balcony fire at CMC Condominium,Fire Force,english,0.94
Emergency response needed for apartment fire at Bole Road,Fire Force,english,0.99
Security incident: stabbing at the local Pharmacy,Police,english,0.97
Help! structure fire at Kebele 06,Fire Force,english,0.99
Police emergency: suspicious person at a residential building,Police,english,0.82
"Active mugging at the Restaurant, need backup",Police,english,0.91
Police emergency: suspicious person at an Apartment building,Police,english,0.87
"Report of explosion at a villa, fire trucks needed",Fire Force,english,0.94
Emergency: industrial fire occurring at Main Road,Fire Force,english,0.94
"Report of apartment fire at the Police Station, fire trucks needed",Fire Force,english,0.88
Emergency: balcony fire occurring at an Apartment building,Fire Force,english,0.85
Ambulance needed immediately for drowning incident at the construction site,Medical/Hospital,english,0.88
Emergency: transformer fire occurring at the Office,Fire Force,english,0.99
Ambulance needed immediately for heat stroke at Mexico Square,Medical/Hospital,english,0.95
Fire response required for forest fire at the Church,Fire Force,english,0.88
Quick time check,Other,english,0.94
"Critical: breathing difficulty at the Bank, need doctor",Medical/Hospital,english,0.85
"Report of industrial fire at the Main Factory, fire trucks needed",Fire Force,english,0.96
"allergic reaction reported at the construction site, send medical help",Medical/Hospital,english,0.85
Police emergency: missing person at a family home,Police,english,0.85
Law enforcement required for car theft at the Church,Police,afaan_oromo,0.87
Help! suspicious person at Adama Market,Police,english,0.89
Help! confined space rescue at the Mosque,Fire Force,english,0.98
Emergency medical assistance needed for back injury at the University campus,Medical/Hospital,english,0.92
Fire alarm: structure fire at the Office,Fire Force,english,0.96
"stabbing at the construction site, immediate police response needed",Police,english,0.99
"armed robbery in progress at the Fire Station, police needed",Police,english,0.9
Security incident: vandalism at Kebele 08,Police,english,0.86
"Patient with eye injury at the Restaurant, requires hospital transport",Medical/Hospital,english,0.88
Someone is having allergic reaction at Piazza,Medical/Hospital,afaan_oromo,0.81
Smoke reported: smoke investigation at Sarbet,Fire Force,english,0.91
"Critical: heat stroke at Summit, need doctor",Medical/Hospital,english,0.91
"URGENT: broken leg at an Apartment building, send paramedics",Medical/Hospital,amharic,0.8
Emergency: assault occurring at the Park,Police,english,0.89
Smoke reported: smoke investigation at the local Pharmacy,Fire Force,english,0.88
Emergency medical assistance needed for hypothermia at Bole Road,Medical/Hospital,english,0.87
Police emergency: carjacking at the Hotel,Police,english,0.97
Need doctor for severe bleeding at the Bridge immediately,Medical/Hospital,english,0.93
Person suffering from diabetic emergency at a private residence,Medical/Hospital,english,0.88
"Critical: chimney fire at Summit, multiple units needed",Fire Force,english,0.95
Security incident: drug dealing at the Roundabout,Police,english,0.95
Need doctor for choking incident at Kebele 08 immediately,Medical/Hospital,english,0.89
Law enforcement required for hit and run at the Fire Station,Police,english,0.87
Smoke reported: vehicle fire at CMC Condominium,Fire Force,english,0.86
"shooting at a shared house, immediate police response needed",Police,english,0.99
"Report of pickpocketing at Train Station, police dispatched",Police,english,0.87
"armed robbery at the Restaurant, immediate police response needed",Police,english,0.95
Structure fire: kitchen fire at Kebele 04,Fire Force,english,0.93
Smoke reported: chemical fire at a local house,Fire Force,english,0.91
"Report of break-in at Kebele 06, police dispatched",Police,english,0.86
Help! stabbing at the Office,Police,english,0.95
"URGENT: smoke investigation reported at Adama Market, send fire department",Fire Force,afaan_oromo,0.84
Fire response required for warehouse fire at a shared house,Fire Force,english,0.93
"Active pickpocketing at the Roundabout, need backup",Police,afaan_oromo,0.78
"Witnessed fraud at a compound, send police",Police,english,0.83
Emergency: roof fire occurring at an Apartment building,Fire Force,english,0.9
Need doctor for asthma attack at a shared house immediately,Medical/Hospital,english,0.88
"URGENT: stroke at Central Bank, send paramedics",Medical/Hospital,afaan_oromo,0.84
Call firefighters: chemical fire at the University campus,Fire Force,english,0.88
"armed robbery in progress at Main Road, police needed",Police,english,0.9
Medical emergency: respiratory distress reported at the Office,Medical/Hospital,english,0.86
"Person experiencing asthma attack at Piazza, need ambulance",Medical/Hospital,english,0.96
Need doctor for choking incident at the local Pharmacy immediately,Medical/Hospital,english,0.97
Help! cardiac arrest occurring at a private residence,Medical/Hospital,english,0.91
"smoke investigation at Gerji, immediate fire response required",Fire Force,english,0.89
"URGENT: suspicious person reported at my Home, send officers",Police,english,0.9
Police emergency: robbery at the Fire Station,Police,english,0.97
"URGENT: harassment reported at Kazanchis, send officers",Police,afaan_oromo,0.88
Emergency! diabetic emergency at an Apartment building,Medical/Hospital,english,0.9
Call firefighters: transformer fire at the Gas Station,Fire Force,english,0.87
Call firefighters: apartment fire at Kebele 06,Fire Force,english,0.98
"asthma attack reported at the Stadium, send medical help",Medical/Hospital,english,0.97
Need doctor for heat stroke at an Apartment building immediately,Medical/Hospital,afaan_oromo,0.89
Quick drill notification,Other,english,0.98
Emergency: assault occurring at Kebele 04,Police,english,0.98
"burglary in progress at Central Bank, police needed",Police,english,0.96
Medical crisis: allergic reaction at a residential building,Medical/Hospital,afaan_oromo,0.88
"URGENT: kitchen fire reported at Train Station, send fire department",Fire Force,amharic,0.87
"Critical: burn victim at Atlas area, need doctor",Medical/Hospital,english,0.92
Crime alert: trespassing at a compound,Police,english,0.85
Emergency medical assistance needed for cardiac arrest at Gerji,Medical/Hospital,english,0.95
Smoke reported: hazmat incident at Atlas area,Fire Force,amharic,0.87
Police assistance required for shooting at the Bank,Police,english,0.95
Need doctor for overdose at the construction site immediately,Medical/Hospital,english,0.9
Law enforcement required for stolen vehicle at a local house,Police,english,0.9
"Critical: carbon monoxide alarm at an Apartment building, multiple units needed",Fire Force,english,0.85
"chimney fire at the Mosque, immediate fire response required",Fire Force,english,0.89
Emergency medical assistance needed for drowning incident at the Bridge,Medical/Hospital,english,0.88
Flames visible: vehicle fire at a dormitory,Fire Force,english,0.87
"Witnessed harassment at the Main Factory, send police",Police,english,0.87
"Report of car theft at Main Road, police dispatched",Police,english,0.92
"Critical: asthma attack at CMC Condominium, need doctor",Medical/Hospital,english,0.93
Testing: sample report,Other,english,0.91
"Report of smoke investigation at a local house, fire trucks needed",Fire Force,english,0.91
Need doctor for severe headache at the School immediately,Medical/Hospital,english,0.92
"roof fire at the Roundabout, immediate fire response required",Fire Force,english,0.91
Medical emergency: unconscious person reported at the local Pharmacy,Medical/Hospital,english,0.94
"Critical: house fire at a shared house, multiple units needed",Fire Force,english,0.94
Smoke reported: industrial fire at the Police Station,Fire Force,english,0.99
"URGENT: kidnapping reported at Kebele 02, send officers",Police,english,0.99
Fire response required for brush fire at the Fire Station,Fire Force,afaan_oromo,0.9
Flames visible: roof fire at the local Pharmacy,Fire Force,english,0.94
"Report of panic attack at the construction site, medical team required",Medical/Hospital,english,0.9
"Hello, good morning",Other,english,0.9
Fire response required for chemical fire at the local Pharmacy,Fire Force,english,0.98
"URGENT: poisoning at the Hospital gate, send paramedics",Medical/Hospital,english,0.95
Ambulance needed immediately for hypothermia at the shopping mall,Medical/Hospital,english,0.85
Emergency: balcony fire occurring at Central Bank,Fire Force,english,0.85
"Report of shooting at a local house, police dispatched",Police,english,0.99
Ambulance needed immediately for panic attack at the Restaurant,Medical/Hospital,afaan_oromo,0.8
"stolen vehicle in progress at the Stadium, police needed",Police,english,0.93
"URGENT: warehouse fire reported at the Bridge, send fire department",Fire Force,english,0.94
Law enforcement required for mugging at the local Pharmacy,Police,english,0.92
Law enforcement required for vandalism at Sarbet,Police,english,0.83
Police emergency: stabbing at the construction site,Police,english,0.99
Help! hit and run at the Police Station,Police,english,0.92
Law enforcement required for stabbing at the Fire Station,Police,english,0.91
"Critical: allergic reaction at my Home, need doctor",Medical/Hospital,english,0.85
Security incident: drug dealing at Mexico Square,Police,afaan_oromo,0.79
Medical emergency: seizure reported at Adama Market,Medical/Hospital,afaan_oromo,0.87
"Person experiencing fainting spell at the Hospital gate, need ambulance",Medical/Hospital,english,0.88
Security incident: theft at the shopping mall,Police,afaan_oromo,0.81
Help! vandalism at the Gas Station,Police,amharic,0.77
"URGENT: warehouse fire reported at Main Road, send fire department",Fire Force,english,0.88
Smoke reported: brush fire at Adama Market,Fire Force,english,0.88
Help! stroke occurring at the Church,Medical/Hospital,english,0.96
Fire alarm: carbon monoxide alarm at Main Road,Fire Force,english,0.91
Help! balcony fire at a residential building,Fire Force,english,0.87
Help! structure fire at a shared house,Fire Force,english,0.97
Fire alarm: gas leak at the University campus,Fire Force,english,0.99
"Person experiencing allergic reaction at Atlas area, need ambulance",Medical/Hospital,english,0.95
Help! fight at Mexico Square,Police,english,0.84
Medical crisis: eye injury at the School,Medical/Hospital,english,0.88
Security incident: kidnapping at the Office,Police,english,0.99
Crime alert: shooting at Piazza,Police,amharic,0.88
Flames visible: apartment fire at Central Bank,Fire Force,english,0.99
Emergency response needed for smoke investigation at Kebele 08,Fire Force,english,0.94
Call firefighters: chimney fire at a compound,Fire Force,english,0.9
Need doctor for heat stroke at the Fire Station immediately,Medical/Hospital,amharic,0.84
"shooting at a residential building, immediate police response needed",Police,english,0.99
Need doctor for unconscious person at Kazanchis immediately,Medical/Hospital,english,0.93
Help! back injury occurring at Kebele 06,Medical/Hospital,english,0.88
Help! burn victim occurring at a private residence,Medical/Hospital,english,0.93
Call firefighters: chimney fire at Gerji,Fire Force,english,0.92
"Person experiencing drowning incident at Train Station, need ambulance",Medical/Hospital,english,0.97
Security incident: stolen vehicle at a local house,Police,afaan_oromo,0.84
"Person experiencing choking incident at the local Pharmacy, need ambulance",Medical/Hospital,english,0.91
"Report of chest pain at the Roundabout, medical team required",Medical/Hospital,english,0.91
Security incident: vandalism at the Main Factory,Police,english,0.83
Someone is having severe headache at the Gas Station,Medical/Hospital,english,0.85
"robbery at a shared house, immediate police response needed",Police,amharic,0.88
Emergency response needed for rubbish fire at the Hospital gate,Fire Force,english,0.85
"Report of pickpocketing at the Roundabout, police dispatched",Police,english,0.9
"Critical: stroke at Bole Road, need doctor",Medical/Hospital,afaan_oromo,0.94
Help! explosion at Adama Market,Fire Force,english,0.99
"Report of robbery at the Main Factory, police dispatched",Police,english,0.96
Question: disregard,Other,english,0.95
Police assistance required for armed robbery at the Roundabout,Police,english,0.98
Someone is having eye injury at a shared house,Medical/Hospital,english,0.87
Help! suspicious person at the Police Station,Police,english,0.89
"Report of kitchen fire at Piazza, fire trucks needed",Fire Force,afaan_oromo,0.81
"structure fire at a compound, immediate fire response required",Fire Force,english,0.93
"Critical: warehouse fire at the University campus, multiple units needed",Fire Force,english,0.92
Medical crisis: woman in labor at the Restaurant,Medical/Hospital,english,0.85
"Witnessed break-in at the Hotel, send police",Police,amharic,0.8
"basement fire at the Mosque, immediate fire response required",Fire Force,english,0.88
Person suffering from diabetic emergency at Atlas area,Medical/Hospital,english,0.87
Help! electric shock occurring at an Apartment building,Medical/Hospital,english,0.97
"Person experiencing chest pain at a villa, need ambulance",Medical/Hospital,english,0.91
Medical crisis: collapsed person at the construction site,Medical/Hospital,english,0.96
Medical emergency: head injury reported at Atlas area,Medical/Hospital,amharic,0.87
Call police: kidnapping happening at the School right now,Police,afaan_oromo,0.94
Medical crisis: unconscious person at a villa,Medical/Hospital,english,0.88
Police needed immediately for home invasion at Kebele 08,Police,english,0.94
"URGENT: armed robbery reported at Kebele 02, send officers",Police,english,0.9
Structure fire: brush fire at a dormitory,Fire Force,english,0.91
Smoke reported: transformer fire at Mexico Square,Fire Force,english,0.94
Fire response required for industrial fire at the Gas Station,Fire Force,english,0.92
Smoke reported: kitchen fire at Atlas area,Fire Force,english,0.97
"Patient with eye injury at Central Bank, requires hospital transport",Medical/Hospital,afaan_oromo,0.81
Someone is having burn injury at Bus Terminal,Medical/Hospital,amharic,0.87
"Critical: hypothermia at a villa, need doctor",Medical/Hospital,english,0.88
"Report of vehicle fire at the Gas Station, fire trucks needed",Fire Force,afaan_oromo,0.88
"allergic reaction reported at a dormitory, send medical help",Medical/Hospital,english,0.9
Medical emergency: unconscious person reported at the Roundabout,Medical/Hospital,english,0.96
