text,label,language,confidence_score
እርዳታ ያስፈልገኛል በPiazza,Police,amharic,
How are you?,Other,,
Reporting brush fire at Main Road,Fire Force,amharic,
Officer required at the Gas Station: assault.,Police,,
Reporting drug dealing at Kebele 04,Police,afaan_oromo,
Medical emergency at Gas Station: allergic reaction,Medical/Hospital,,0.91
Emergency! Reporting thick smoke at the Train Station.,Fire Force,,
Emergency! breathing difficulty at Gerji,Medical/Hospital,amharic,
Poolisiin na biliisa Train Station,Medical/Hospital,afaan_oromo,
Police emergency! shooting at CMC Condominium,Police,afaan_oromo,
Need ambulance at Gas Station - broken leg,Medical/Hospital,,0.91
Need an ambulance at the Main Road - collapsed person.,Medical/Hospital,,
Need firefighters at Bus Terminal for inferno,Fire Force,afaan_oromo,
Balaan gahe Summit,Police,afaan_oromo,
Officer required at CMC Condominium: shooting,Police,afaan_oromo,
"Hey Hello, how to use this?",Other,,
There is explosion happening at Adama Market.,Fire Force,,
Checking in - testing the app?,Other,,
Emergency! Need police at a back alley - drug dealing.,Police,,
Emergency! There is something burning happening at Adama Market.,Fire Force,,
URGENT: breathing difficulty at the Office.,Medical/Hospital,,
Reporting robbery at Adama Market,Police,,0.94
Send police to Atlas area - thief in progress,Police,amharic,
Need police at an Apartment building - vandalism.,Police,,
Checking in - time check,Other,,
URGENT police response needed: stolen goods at the shopping mall.,Police,,
Reporting thief at Kazanchis,Police,amharic,
Officer required at Mexico Square: domestic dispute,Police,,0.81
Police emergency! break-in at Adama Market,Police,,0.66
Emergency medical assistance needed at Kazanchis for collapsed person.,Medical/Hospital,,
Hey This is just checking thanks,Other,,
Officer required at Kebele 04: burglary,Police,,0.97
URGENT: seizure at Summit.,Medical/Hospital,,
Send fire truck to Adama General Hospital: fire,Fire Force,amharic,
URGENT police response needed: vandalism at Gerji.,Police,,
Emergency! huge flames at the Office,Fire Force,,0.9
"Emergency! Please send the fire force to the Bus Terminal, there is something burning.",Fire Force,,
Emergency! Need firefighters at Gerji for inferno.,Fire Force,,
Please send police to my Home for suspicious person.,Police,,
Hi time check please,Other,,
Officer required at Main Road: shooting,Police,afaan_oromo,
Person with woman in labor at Gerji,Medical/Hospital,amharic,
Officer required at Central Bank: robbery,Police,amharic,
Send police to Fire Station - mugging in progress,Police,,0.96
Send fire truck to the University campus - kitchen fire.,Fire Force,,
Please send paramedics to Summit: animal bite.,Medical/Hospital,,
Police emergency! riot at Kebele 04,Police,amharic,
Emergency! overdose at Kebele 04,Medical/Hospital,afaan_oromo,
I see explosion at my Home.,Fire Force,,
"No emergency, just app feedback",Other,,
Ibidda Kebele 04,Fire Force,afaan_oromo,
Checking in - just checking,Other,,
Emergency! There is fire in the basement happening at the Hospital gate.,Fire Force,,
Emergency! Send police immediately to Kebele 04 - break-in in progress.,Police,,
እርዳታ ያስፈልገኛል በCentral Bank,Medical/Hospital,amharic,
Medical emergency at University campus: collapsed,Medical/Hospital,amharic,
Emergency! There is a person with choking incident at Kebele 04.,Medical/Hospital,,
አደጋ ደረሰ በBus Terminal,Police,amharic,
Police emergency! domestic dispute at Kazanchis,Police,,0.52
Emergency! Please send police to Piazza for violent fight.,Police,,
Please send police to the University campus for mugging.,Police,,
URGENT: thick smoke reported at the Stadium.,Fire Force,,
Need police at Summit for robbery,Police,,0.92
Need ambulance at Adama Market - seizure,Medical/Hospital,,0.88
Reporting massive blaze at the High School.,Fire Force,,
URGENT police response needed: violent fight at Kazanchis.,Police,,
Fire emergency at Central Bank - fire,Fire Force,afaan_oromo,
Need police at Kebele 04 for suspicious person,Police,amharic,
Emergency! There is a person with car accident with injuries at the University campus.,Medical/Hospital,,
URGENT police response needed: group with weapons at the Central Bank.,Police,,
Person with overdose at CMC Condominium,Medical/Hospital,amharic,
Emergency! Need police at my Home - stabbing.,Police,,
Emergency! Someone has collapsed person at the Gas Station.,Medical/Hospital,,
Emergency! Reporting animal bite at Atlas area.,Medical/Hospital,,
Emergency! There is burglary happening at the Bus Terminal.,Police,,
URGENT: thick smoke reported at Bole Road.,Fire Force,,
Need police at Adama Market for robbery,Police,afaan_oromo,
"Robbery, victim having heart attack at Sarbet",Police,,0.74
Emergency! Send police immediately to the Park - suspicious person in progress.,Police,,
URGENT police response needed: car theft at the shopping mall.,Police,,
Fire emergency at Main Road - electrical sparks,Fire Force,amharic,
Reporting burn victim at the main Factory.,Medical/Hospital,,
Just hello world please,Other,,
Need firefighters at Piazza for gas leak,Fire Force,amharic,
Reporting riot at Adama Market,Police,,0.7
Emergency! Need an ambulance at the Stadium - choking incident.,Medical/Hospital,,
URGENT: choking incident at Kazanchis.,Medical/Hospital,,
Send fire truck to shopping mall: thick smoke,Fire Force,amharic,
Emergency! Need firefighters at the Park for thick smoke.,Fire Force,,
URGENT police response needed: robbery at Bole Road.,Police,,
Police emergency! riot at the Bus Terminal.,Police,,
Person bleeding after stabbing at CMC Condominium,Medical/Hospital,,0.59
Officer required at Sarbet: stabbing.,Police,,
Emergency! Please send police to my Home for assault.,Police,,
"Hi app feedback, thanks",Other,,
Reporting riot at Gas Station,Police,afaan_oromo,
There is flames spreading happening at the Train Station.,Fire Force,,
Emergency! Need firefighters at the Main Road for huge flames.,Fire Force,,
Send police immediately to an Apartment building - kidnapping attempt in progress.,Police,,
Emergency! Need firefighters at Adama Market for explosion.,Fire Force,,
Emergency! Witnessed armed suspect at the shopping mall.,Police,,
Reporting inferno at Train Station,Fire Force,amharic,
Fire emergency at Kazanchis - gas leak,Fire Force,,0.97
Emergency! Officer required at the construction site: armed suspect.,Police,,
Need firefighters at an Apartment building for explosion,Fire Force,,0.94
"Hi, how to use this",Other,,
Emergency! fire on the balcony at Central Bank,Fire Force,afaan_oromo,
Medical emergency at Gerji: bleeding,Medical/Hospital,afaan_oromo,
Emergency! Reporting electrical sparks at the construction site.,Fire Force,,
Officer required at High School: thief,Police,amharic,
This is hello world,Other,,
Fire emergency at Adama Police Station - inferno,Fire Force,,0.94
Emergency! gas leak at Fire Station,Fire Force,,0.95
Reporting woman in labor at Summit.,Medical/Hospital,,
Officer required at Kebele 02: break-in,Police,amharic,
Quick question: how to use this,Other,,
Person with broken leg at Main Road,Medical/Hospital,,0.87
"Hello, hello world",Other,,
Emergency! Someone has person who fell at the shopping mall.,Medical/Hospital,,
Medical emergency! choking incident at the Office.,Medical/Hospital,,
Hey Just just checking?,Other,,
"Please send the fire force to Piazza, there is gas leak.",Fire Force,,
Emergency! Need an ambulance at an Apartment building - heart attack.,Medical/Hospital,,
Emergency! Send fire truck to Kazanchis - smoke coming from the roof.,Fire Force,,
"Emergency! Please send the fire force to the Central Bank, there is explosion.",Fire Force,,
Emergency! Officer required at the Park: violent fight.,Police,,
Police emergency! group with weapons at Main Road,Police,,0.88
Just good morning,Other,,
Emergency! Please send paramedics to a back alley: person not breathing.,Medical/Hospital,,
Person with fainting at Bus Terminal,Medical/Hospital,,0.96
"Fight with weapons, people injured at Sarbet",Police,,0.64
Emergency! Send police immediately to the Train Station - riot in progress.,Police,,
Medical emergency at Bus Terminal: collapsed,Medical/Hospital,,0.96
Wrong number,Other,,
Emergency! Reporting electrical sparks at the Hospital gate.,Fire Force,,
Emergency! Help! fire on the balcony at Atlas area!,Fire Force,,
Emergency! Officer required at Kazanchis: stolen goods.,Police,,
This is just checking?,Other,,
URGENT: heavy bleeding at CMC Condominium.,Medical/Hospital,,
Need police at Adama Market for violent fight,Police,afaan_oromo,
Need ambulance at Kebele 02 - seizure,Medical/Hospital,afaan_oromo,
Need ambulance at Fire Station - allergic reaction,Medical/Hospital,amharic,
"Emergency! Please send the fire force to the shopping mall, there is huge flames.",Fire Force,,
Reporting mugging at Adama Market,Police,,0.89
Need ambulance at Kebele 02 - choking,Medical/Hospital,amharic,
Medical emergency at the Hospital gate: heavy bleeding.,Medical/Hospital,,
Fire emergency at construction site - brush fire,Fire Force,amharic,
Testing the app?,Other,,
Person with stroke at shopping mall,Medical/Hospital,,0.94
Police emergency! group with weapons at Kebele 02,Police,amharic,
Reporting chemical fire at Mexico Square,Fire Force,,0.93
Emergency! Need firefighters at the Stadium for gas leak.,Fire Force,,
"Emergency! Please send the fire force to the University campus, there is fire on the balcony.",Fire Force,,
Just wrong number,Other,,
Someone has breathing difficulty at Adama Market.,Medical/Hospital,,
URGENT: electrical sparks reported at the University campus.,Fire Force,,
Emergency! massive blaze at High School,Fire Force,,0.47
Need ambulance at Train Station - head injury,Medical/Hospital,,0.9
Fire emergency at Mexico Square - warehouse fire,Fire Force,afaan_oromo,
Emergency! explosion at Adama General Hospital,Fire Force,,0.94
URGENT: collapsed person at the Bus Terminal.,Medical/Hospital,,
Fire emergency at Train Station - something burning,Fire Force,amharic,
Emergency medical assistance needed at the Main Road for poisoning.,Medical/Hospital,,
Emergency! Send fire truck to the main Factory - thick smoke.,Fire Force,,
Emergency! There is break-in happening at my Home.,Police,,
Emergency! brush fire at shopping mall,Fire Force,amharic,
Emergency! bleeding at Fire Station,Medical/Hospital,,0.95
Emergency! There is burglary happening at Adama Market.,Police,,
Police emergency! domestic dispute at Atlas area,Police,afaan_oromo,
"No emergency, just time check",Other,,
Officer required at High School: armed suspect,Police,afaan_oromo,
Send fire truck to Adama Market - inferno.,Fire Force,,
Need ambulance at Adama Police Station - head injury,Medical/Hospital,afaan_oromo,
"Hello Hi, weather report?",Other,,
Send police to CMC Condominium - burglary in progress,Police,afaan_oromo,
There is a person with fainting spell at the Bus Terminal.,Medical/Hospital,,
Emergency! massive blaze at the Office,Fire Force,,0.75
Help! fire on the balcony at the Train Station!,Fire Force,,
Reporting flames spreading at Gerji,Fire Force,afaan_oromo,
Emergency! something burning at Gas Station,Fire Force,afaan_oromo,
Please send paramedics to High School: animal bite,Medical/Hospital,afaan_oromo,
Please send paramedics to High School: bleeding,Medical/Hospital,,0.89
Checking in - general question,Other,,
Fire emergency at Piazza - fire on the balcony,Fire Force,afaan_oromo,
URGENT: animal bite at the Park.,Medical/Hospital,,
"Emergency! Please send the fire force to the University campus, there is something burning.",Fire Force,,
Fire emergency at Fire Station - electrical sparks,Fire Force,,0.93
There is thick smoke happening at the Bus Terminal.,Fire Force,,
Checking in - hello?,Other,,
Balaan gahe construction site,Medical/Hospital,afaan_oromo,
Someone has poisoning at Adama Market.,Medical/Hospital,,
Reporting fire on the balcony at Central Bank,Fire Force,,0.91
Please send paramedics to Bus Terminal: broken leg,Medical/Hospital,amharic,
Medical emergency! overdose at Atlas area.,Medical/Hospital,,
Send fire truck to Mexico Square - kitchen fire.,Fire Force,,
"No emergency, just good morning?",Other,,
Emergency! Need police at the Central Bank - shooting.,Police,,
Hey Checking in - hello world?,Other,,
Fire emergency at shopping mall - electrical sparks,Fire Force,afaan_oromo,
Hi Just is anyone there?,Other,,
Reporting car theft at Gas Station,Police,amharic,
Emergency! Send fire truck to Atlas area - thick smoke.,Fire Force,,
There is mugging happening at Kazanchis.,Police,,
Reporting harassment at Mexico Square,Police,amharic,
Please send paramedics to the Office: allergic reaction,Medical/Hospital,afaan_oromo,
Medical emergency at Bus Terminal: burn victim,Medical/Hospital,,0.88
Send police to Mexico Square - violent fight in progress,Police,,0.77
Need firefighters at Adama General Hospital for fire in the basement,Fire Force,,0.55
Please send paramedics to shopping mall: animal bite,Medical/Hospital,afaan_oromo,
Person with car accident with injuries at Kebele 02,Medical/Hospital,amharic,
Emergency! fire in the basement at Kebele 04,Fire Force,afaan_oromo,
Emergency! Witnessed kidnapping attempt at Piazza.,Police,,
Emergency! There is electrical sparks happening at the Central Bank.,Fire Force,,
Send police to Gerji - mugging in progress,Police,amharic,
Emergency! Witnessed kidnapping attempt at Summit.,Police,,
Domestic violence with injuries at Sarbet,Police,,0.68
Emergency! Need an ambulance at CMC Condominium - animal bite.,Medical/Hospital,,
"Emergency! Please send the fire force to the local Pharmacy, there is electrical sparks.",Fire Force,,
Fire emergency at Adama Market - warehouse fire,Fire Force,afaan_oromo,
Emergency! There is thief happening at Summit.,Police,,
"Hello Hi, hello",Other,,
Medical emergency at the Hospital gate: several injured people.,Medical/Hospital,,
Emergency! Send police immediately to Mexico Square - armed suspect in progress.,Police,,
ሆስፒታል ያስፈልገኛል በKebele 04,Police,amharic,
"Hello Hi, how to use this?",Other,,
Please send paramedics to Train Station: burn victim,Medical/Hospital,afaan_oromo,
Emergency! Send police immediately to the Bus Terminal - mugging in progress.,Police,,
Emergency! inferno at Kebele 04,Fire Force,,0.9
Police emergency! harassment at Sarbet.,Police,,
ልቤ ይታመማል በTrain Station,Fire Force,amharic,
Emergency! Witnessed burglary at the Bus Terminal.,Police,,
I see inferno at the shopping mall.,Fire Force,,
Emergency! electrical sparks at Atlas area,Fire Force,,0.77
Medical emergency at construction site: allergic reaction,Medical/Hospital,,0.97
"Hello, thank you?",Other,,
Fire emergency at Mexico Square - electrical sparks,Fire Force,,0.88
Hafuura baafachuu dadhabe Mexico Square,Medical/Hospital,afaan_oromo,
Emergency medical assistance needed at the Bus Terminal for fainting spell.,Medical/Hospital,,
Emergency! There is electrical sparks happening at Kebele 02.,Fire Force,,
Emergency! Reporting something burning at the Main Road.,Fire Force,,
Emergency! Officer required at Sarbet: armed suspect.,Police,,
Emergency! stroke at Central Bank,Medical/Hospital,,0.9
ልቤ ይታመማል በMain Road,Fire Force,amharic,
"Hello Hello, weather report?",Other,,
Medical emergency at Adama General Hospital: bleeding,Medical/Hospital,,0.6
Need police at Summit for thief,Police,afaan_oromo,
System test,Other,,
Please send paramedics to Gas Station: broken leg,Medical/Hospital,afaan_oromo,
"Hi, testing the app",Other,,
Just thank you,Other,,
Hi Quick question: app feedback,Other,,
Weather report,Other,,
Emergency! Need firefighters at the Stadium for transformer fire.,Fire Force,,
Help! burning smell at the Hospital gate!,Fire Force,,
Need firefighters at Kebele 02 for explosion,Fire Force,,0.88
Someone has collapsed person at Sarbet.,Medical/Hospital,,
Reporting chemical fire at Adama Market,Fire Force,afaan_oromo,
Emergency! Need police at Bole Road - car theft.,Police,,
Emergency! I see fire on the balcony at the shopping mall.,Fire Force,,
"Emergency! Please send the fire force to Bole Road, there is gas leak.",Fire Force,,
Medical emergency! fainting spell at Atlas area.,Medical/Hospital,,
There is a person with unconscious person at the shopping mall.,Medical/Hospital,,
Emergency! There is a person with seizure at the main Factory.,Medical/Hospital,,
Reporting fire on the balcony at the Office,Fire Force,amharic,
Medical emergency! fainting spell at the Bus Terminal.,Medical/Hospital,,
Emergency! Send police immediately to CMC Condominium - kidnapping attempt in progress.,Police,,
Hello This is thank you thanks,Other,,
Reporting stolen goods at Main Road,Police,afaan_oromo,
Medical emergency at Summit: woman in labor.,Medical/Hospital,,
Need police at Kazanchis for drug dealing,Police,,0.73
Emergency! There is a person with animal bite at the local Pharmacy.,Medical/Hospital,,
Medical emergency! poisoning at Gerji.,Medical/Hospital,,
Police emergency! kidnapping attempt at CMC Condominium.,Police,,
"Hello wrong number, thanks",Other,,
Need police at Central Bank for suspicious person,Police,afaan_oromo,
This is hello,Other,,
URGENT police response needed: armed suspect at the Park.,Police,,
ልቤ ይታመማል በHigh School,Fire Force,amharic,
Emergency! Please send paramedics to the High School: stroke.,Medical/Hospital,,
እሳት ወጥቷል በAdama Market,Medical/Hospital,amharic,
Send fire truck to the Central Bank - something burning.,Fire Force,,
Send fire truck to the University campus - burning smell.,Fire Force,,
Please send paramedics to the Hospital gate: heart attack.,Medical/Hospital,,
URGENT police response needed: car theft at Kebele 02.,Police,,
Emergency! Please send police to the main Factory for mugging.,Police,,
Reporting car theft at High School,Police,afaan_oromo,
Medical emergency! several injured people at the construction site.,Medical/Hospital,,
Reporting shooting at Kazanchis,Police,,0.95
Emergency! Reporting broken leg at Summit.,Medical/Hospital,,
Emergency! I see huge flames at the High School.,Fire Force,,
Emergency! transformer fire at the construction site.,Fire Force,,
Emergency! collapsed at Gerji,Medical/Hospital,amharic,
Send fire truck to Mexico Square - flames spreading.,Fire Force,,
Send police to Atlas area - kidnapping attempt in progress,Police,afaan_oromo,
Reporting thief at Central Bank,Police,amharic,
Emergency! There is a person with stroke at the Main Road.,Medical/Hospital,,
Emergency! Someone has heavy bleeding at the University campus.,Medical/Hospital,,
Emergency! Please send police to the Stadium for break-in.,Police,,
Please send paramedics to Gas Station: burn victim,Medical/Hospital,amharic,
Send police to Adama Market - harassment in progress,Police,afaan_oromo,
"Emergency! Please send the fire force to my Home, there is kitchen fire.",Fire Force,,
Emergency! Please send police to the High School for burglary.,Police,,
Fire emergency at the Office - something burning,Fire Force,afaan_oromo,
Emergency! Reporting stabbing at the Main Road.,Police,,
Reporting burglary at Bus Terminal,Police,,0.92
Medical emergency at Adama Market: burn victim.,Medical/Hospital,,
URGENT: animal bite at Bole Road.,Medical/Hospital,,
Police emergency! drug dealing at Sarbet,Police,amharic,
Quick question: weather report,Other,,
Emergency! Reporting gas leak at the Stadium.,Fire Force,,
Please send paramedics to an Apartment building: collapsed,Medical/Hospital,,0.93
Person bleeding after stabbing at Bus Terminal,Medical/Hospital,,0.56
Please send paramedics to Train Station: choking,Medical/Hospital,amharic,
"Emergency! Please send the fire force to the main Factory, there is something burning.",Fire Force,,
Send fire truck to Adama Police Station: fire on the balcony,Fire Force,amharic,
"Kitchen fire, burn victim at Adama Market",Fire Force,,0.71
Reporting small fire at the shopping mall.,Fire Force,,
Emergency! Help! kitchen fire at the construction site!,Fire Force,,
Send fire truck to Bus Terminal: explosion,Fire Force,,0.97
Please send paramedics to the Park: heavy bleeding.,Medical/Hospital,,
Emergency! Please send paramedics to Summit: woman in labor.,Medical/Hospital,,
"Good morning, thanks",Other,,
URGENT police response needed: kidnapping attempt at Adama Market.,Police,,
Need firefighters at Mexico Square for thick smoke,Fire Force,,0.82
Police emergency! mugging at Kebele 04,Police,amharic,
Send fire truck to Fire Station: burning smell,Fire Force,afaan_oromo,
Emergency! Send police immediately to the University campus - group with weapons in progress.,Police,,
Just testing the app,Other,,
Fire emergency at construction site - fire,Fire Force,amharic,
Help! electrical sparks at the Main Road!,Fire Force,,
Ibidda Adama General Hospital,Police,afaan_oromo,
Police emergency! riot at Train Station,Police,,0.91
"Hello, app feedback thanks",Other,,
Emergency! There is a person with poisoning at the University campus.,Medical/Hospital,,
URGENT police response needed: kidnapping attempt at Piazza.,Police,,
Person with breathing difficulty at construction site,Medical/Hospital,amharic,
Need ambulance at University campus - broken leg,Medical/Hospital,,0.92
Emergency! I see fire in the basement at the Office.,Fire Force,,
Hey Quick question: how are you thanks,Other,,
Emergency! Send police immediately to Atlas area - drug dealing in progress.,Police,,
URGENT police response needed: break-in at the shopping mall.,Police,,
Medical emergency at the Stadium: head injury.,Medical/Hospital,,
Need ambulance at Sarbet - stroke,Medical/Hospital,,0.79
Officer required at Train Station: stabbing,Police,,0.85
Medical emergency at an Apartment building: choking,Medical/Hospital,afaan_oromo,
Please send paramedics to shopping mall: car accident with injuries,Medical/Hospital,,0.81
URGENT police response needed: armed suspect at Gerji.,Police,,
"Hi Hello, is anyone there?",Other,,
Medical emergency at Sarbet: woman in labor,Medical/Hospital,afaan_oromo,
Emergency! huge flames at Train Station,Fire Force,amharic,
Emergency! unconscious at Kebele 02,Medical/Hospital,afaan_oromo,
Emergency! burning smell at Bus Terminal,Fire Force,amharic,
Reporting harassment at Atlas area,Police,amharic,
"Hello, general question?",Other,,
Emergency! Need firefighters at Piazza for fire on the balcony.,Fire Force,,
Need firefighters at Piazza for inferno,Fire Force,amharic,
Medical emergency at CMC Condominium: stroke,Medical/Hospital,amharic,
Medical emergency! unconscious person at Mexico Square.,Medical/Hospital,,
Please send paramedics to Gas Station: heart attack,Medical/Hospital,,0.71
Officer required at Kebele 04: stolen goods,Police,amharic,
Balaan gahe Gas Station,Fire Force,afaan_oromo,
Help! electrical sparks at the Park!,Fire Force,,
Emergency! Reporting mugging at the Train Station.,Police,,
Emergency! Someone has woman in labor at Summit.,Medical/Hospital,,
Emergency! There is break-in happening at Sarbet.,Police,,
There is gas leak happening at the University campus.,Fire Force,,
"Gas leak, people unconscious at University campus",Fire Force,,0.67
Emergency! Help! transformer fire at Summit!,Fire Force,,
"Hi No emergency, just wrong number?",Other,,
Police emergency! shooting at Main Road,Police,afaan_oromo,
ልቤ ይታመማል በKebele 02,Fire Force,amharic,
Checking in - time check thanks,Other,,
Someone has choking incident at the Gas Station.,Medical/Hospital,,
Emergency! Need police at Kazanchis - stabbing.,Police,,
Send fire truck to the Office: transformer fire,Fire Force,afaan_oromo,
Please send paramedics to University campus: allergic reaction,Medical/Hospital,afaan_oromo,
Emergency! fire on the balcony at the Office,Fire Force,amharic,
Medical emergency! allergic reaction at an Apartment building.,Medical/Hospital,,
Need police at Main Road for armed suspect,Police,afaan_oromo,
Hey time check please,Other,,
Emergency! I see burning smell at the Hospital gate.,Fire Force,,
Hey This is system test?,Other,,
Police emergency! domestic dispute at Gerji,Police,afaan_oromo,
Hey Quick question: thank you please,Other,,
"Please send the fire force to the shopping mall, there is transformer fire.",Fire Force,,
Fire emergency at Adama General Hospital - burning smell,Fire Force,amharic,
Gargaarsa nan barbaada Adama Market,Police,afaan_oromo,
Emergency! There is a person with head injury at Adama Market.,Medical/Hospital,,
Medical emergency! poisoning at the Train Station.,Medical/Hospital,,
Emergency! Reporting unconscious person at Atlas area.,Medical/Hospital,,
URGENT: inferno reported at the local Pharmacy.,Fire Force,,
Hi Just time check?,Other,,
Quick question: hello world,Other,,
Police emergency! shooting at Atlas area,Police,afaan_oromo,
Medical emergency at shopping mall: heart attack,Medical/Hospital,amharic,
Witnessed mugging at Atlas area.,Police,,
"Emergency! Please send the fire force to the Bus Terminal, there is huge flames.",Fire Force,,
Emergency! Reporting domestic dispute at the Hospital gate.,Police,,
Reporting fire at University campus,Fire Force,,0.86
Need police at Fire Station for mugging,Police,amharic,
Emergency! Officer required at Summit: thief.,Police,,
Hello Checking in - is anyone there,Other,,
Emergency! smoke coming from the roof at Kebele 04,Fire Force,afaan_oromo,
Quick question: how are you,Other,,
Emergency! Reporting poisoning at the University campus.,Medical/Hospital,,
There is a person with allergic reaction at the Train Station.,Medical/Hospital,,
Emergency! Reporting flames spreading at Kebele 02.,Fire Force,,
Witnessed drug dealing at Summit.,Police,,
"Weather report, thanks",Other,,
Send fire truck to Central Bank: thick smoke,Fire Force,amharic,
There is robbery happening at Summit.,Police,,
I see chemical fire at CMC Condominium.,Fire Force,,
"Hello Hello, thank you thanks",Other,,
ፖሊስ ይደውሉልኝ በan Apartment building,Medical/Hospital,amharic,
Emergency! Send police immediately to the Train Station - vandalism in progress.,Police,,
Person with bleeding at High School,Medical/Hospital,amharic,
Emergency! Need an ambulance at the main Factory - heart attack.,Medical/Hospital,,
"Hello, how are you please",Other,,
Emergency! gas leak at Kebele 04,Fire Force,amharic,
Medical emergency! stroke at the Gas Station.,Medical/Hospital,,
Emergency! I see chemical fire at CMC Condominium.,Fire Force,,
Quick question: app feedback please,Other,,
Please send paramedics to Gerji: broken leg.,Medical/Hospital,,
Emergency! Need an ambulance at Adama Market - poisoning.,Medical/Hospital,,
እሳት ወጥቷል በKebele 02,Fire Force,amharic,
Ibidda Adama Market,Medical/Hospital,afaan_oromo,
"Please send the fire force to Kebele 02, there is explosion.",Fire Force,,
Emergency! Need firefighters at Adama Market for inferno.,Fire Force,,
Emergency! Witnessed drug dealing at an Apartment building.,Police,,
"Hi hello world, thanks please",Other,,
Emergency! Need police at the Stadium - car theft.,Police,,
Send fire truck to Adama Police Station: thick smoke,Fire Force,,0.9
"Hey Hello, hi there",Other,,
Emergency! Reporting overdose at the Stadium.,Medical/Hospital,,
Good morning,Other,,
Medical emergency at the main Factory: several injured people.,Medical/Hospital,,
Emergency! Please send paramedics to my Home: choking incident.,Medical/Hospital,,
Send fire truck to High School: inferno,Fire Force,,0.92
This is wrong number,Other,,
Reporting break-in at Kebele 04,Police,afaan_oromo,
Need ambulance at High School - breathing difficulty,Medical/Hospital,,0.45
Send fire truck to Train Station: kitchen fire,Fire Force,afaan_oromo,
Need ambulance at Summit - allergic reaction,Medical/Hospital,amharic,
Send police to Kazanchis - kidnapping attempt in progress,Police,amharic,
Police emergency! suspicious person at Main Road,Police,amharic,
Send police to Central Bank - drug dealing in progress,Police,amharic,
Person bleeding after stabbing at Gerji,Medical/Hospital,,0.63
URGENT police response needed: mugging at the Bus Terminal.,Police,,
"Hello No emergency, just is anyone there thanks",Other,,
Emergency! Reporting fire in the basement at the shopping mall.,Fire Force,,
Please send police to my Home for riot.,Police,,
Hey Quick question: how are you,Other,,
Medical emergency at Mexico Square: stroke,Medical/Hospital,amharic,
"Robbery, victim having heart attack at Central Bank",Police,,0.67
Emergency! Send police immediately to Gerji - stolen goods in progress.,Police,,
Domestic violence with injuries at Main Road,Police,,0.64
URGENT: kitchen fire reported at the Park.,Fire Force,,
This is app feedback thanks,Other,,
Police emergency! thief at Piazza,Police,afaan_oromo,
Help! fire in the basement at the Hospital gate!,Fire Force,,
Emergency! choking at Adama Market,Medical/Hospital,afaan_oromo,
Need an ambulance at my Home - person who fell.,Medical/Hospital,,
Emergency! Please send police to Mexico Square for car theft.,Police,,
Need firefighters at CMC Condominium for gas leak,Fire Force,,0.52
Emergency! thick smoke at the Stadium.,Fire Force,,
Gargaarsa nan barbaada an Apartment building,Police,afaan_oromo,
አደጋ ደረሰ በshopping mall,Medical/Hospital,amharic,
Need police at Main Road for group with weapons,Police,,0.94
Reporting harassment at Bus Terminal,Police,amharic,
Hello This is time check thanks,Other,,
Hello hello,Other,,
Medical emergency! choking incident at an Apartment building.,Medical/Hospital,,
Witnessed domestic dispute at the Train Station.,Police,,
Need firefighters at Train Station for inferno,Fire Force,afaan_oromo,
Police emergency! assault at Kebele 02.,Police,,
Officer required at Bus Terminal: car theft,Police,afaan_oromo,
Emergency! Reporting gas leak at Summit.,Fire Force,,
Send police to Piazza - car theft in progress,Police,amharic,
Hey This is how to use this please,Other,,
Reporting thick smoke at Gerji,Fire Force,,0.88
Need police at Mexico Square for car theft,Police,afaan_oromo,
Officer required at Fire Station: shooting,Police,afaan_oromo,
Please send paramedics to Kebele 04: overdose,Medical/Hospital,afaan_oromo,
Medical emergency at Train Station: broken leg,Medical/Hospital,amharic,
Hospitaala nan barbaada Train Station,Fire Force,afaan_oromo,
Reporting break-in at Kebele 02,Police,amharic,
"Fire in apartment, someone trapped at High School",Fire Force,,0.68
ሆስፒታል ያስፈልገኛል በAtlas area,Fire Force,amharic,
Emergency medical assistance needed at a back alley for several injured people.,Medical/Hospital,,
Need firefighters at CMC Condominium for massive blaze.,Fire Force,,
Medical emergency! choking incident at Piazza.,Medical/Hospital,,
Emergency! car accident with injuries at Adama General Hospital,Medical/Hospital,amharic,
Please send police to CMC Condominium for armed suspect.,Police,,
"Hi, app feedback",Other,,
Emergency! Someone has heavy bleeding at the Train Station.,Medical/Hospital,,
Police emergency! thief at Kebele 02.,Police,,
Send fire truck to Adama General Hospital: inferno,Fire Force,amharic,
Emergency! Please send paramedics to the construction site: stroke.,Medical/Hospital,,
"Hey Hi, general question please",Other,,
URGENT: unconscious person at Kazanchis.,Medical/Hospital,,
Hi Checking in - weather report please,Other,,
"Thank you, thanks",Other,,
"No emergency, just testing the app",Other,,
Emergency! Witnessed thief at Mexico Square.,Police,,
Reporting massive blaze at Main Road,Fire Force,amharic,
ሰረቁኝ በMexico Square,Police,amharic,
Medical emergency at Train Station: overdose,Medical/Hospital,,0.69
Emergency! There is robbery happening at the University campus.,Police,,
Emergency! There is riot happening at the Bus Terminal.,Police,,
"Emergency! Please send the fire force to the Hospital gate, there is something burning.",Fire Force,,
"Please send the fire force to Adama Market, there is fire on the balcony.",Fire Force,,
URGENT: fire in the basement reported at a back alley.,Fire Force,,
Fire emergency at University campus - explosion,Fire Force,,0.87
Reporting electrical sparks at Summit,Fire Force,,0.87
