text,label,language,confidence_score
"Unconscious person not breathing, cardiac arrest at the business district",Medical/Hospital,english,0.9
Domestic violence incident with active assault at the city center,Police,english,0.89
"Testing the app, please ignore",Other,english,0.96
"Maybe someone fainted, please verify at the local Pharmacy",Medical/Hospital,english,0.49
"Person having heart attack, need ambulance immediately at the local Pharmacy",Medical/Hospital,english,0.88
"Violent attack, victim unconscious and bleeding at the city center",Medical/Hospital,english,0.6
Waan hatamuun uumame Buufata Baabura,Police,afaan_oromo,0.72
የወንጀል ክስተት ተከስቷል በቀበሌ 04,Police,amharic,0.82
"No emergency, just a test message",Other,english,0.96
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በባቡር ጣቢያ,Fire Force,amharic,0.75
Apartment building fire with residents trapped at Bus Terminal,Fire Force,english,0.91
"Unconscious person not breathing, cardiac arrest at the downtown area",Medical/Hospital,english,0.87
"Gas explosion reported, building collapse possible at Central Bank",Fire Force,english,0.9
"I think I see smoke, please verify at the downtown area",Fire Force,english,0.55
Hospitaala nan barbaada Buufata Baabura,Medical/Hospital,afaan_oromo,0.78
"Person having heart attack, need ambulance immediately at Adama Market",Medical/Hospital,english,0.96
"Someone might need medical attention, not sure at Summit",Medical/Hospital,english,0.69
"Major incident with fire, injuries, and crime scene at the downtown area",Fire Force,english,0.55
"Gas explosion reported, building collapse possible at a residential building",Fire Force,english,0.96
"Someone might need medical attention, not sure at Piazza",Medical/Hospital,english,0.62
"Gas explosion reported, building collapse possible at Bole Road",Fire Force,english,0.88
የወንጀል ክስተት ተከስቷል በአዳማ ገበያ,Police,amharic,0.74
"Violent attack, victim unconscious and bleeding at Kebele 04",Medical/Hospital,english,0.6
ህመምተኛ አለ ዶክተር ያስፈልጋል በፒያሳ,Medical/Hospital,amharic,0.81
"Severe bleeding, send paramedics right away at CMC Condominium",Medical/Hospital,english,0.94
አምቡላንስ በፍጥነት ይላኩ በስታዲየም,Medical/Hospital,amharic,0.75
"I heard something, might be trouble at the city center",Police,english,0.42
Not sure if it's a fire or something else at the marketplace,Fire Force,english,0.63
Practice report for training purposes,Other,english,0.91
ፖሊስ በአስቸኳይ ይላኩ በአዳማ ገበያ,Police,amharic,0.75
Waan bala'aan uumame Baankii Qabxii,Police,afaan_oromo,0.78
"Gas leak, people are unconscious at Bus Terminal",Fire Force,english,0.66
"Shots fired, active shooter situation at Adama Market",Police,english,0.96
Practice report for training purposes,Other,english,0.99
"Building explosion, multiple casualties at Summit",Fire Force,english,0.63
Protestors burning vehicles at a local house,Police,english,0.6
Protestors burning vehicles at Atlas area,Police,english,0.6
"A stabbing occurred, victim is bleeding heavily at the commercial district",Medical/Hospital,english,0.62
"Shots fired, active shooter situation at the Park",Police,english,0.88
"Violent attack, victim unconscious and bleeding at Kebele 02",Medical/Hospital,english,0.6
Protestors burning vehicles at the construction site,Police,english,0.6
"Maybe someone fainted, please verify at Train Station",Medical/Hospital,english,0.6
Not sure if it's a fire or something else at Kebele 02,Fire Force,english,0.62
"Building explosion, multiple casualties at the shopping mall",Fire Force,english,0.63
Gas main break with strong odor throughout area at Main Road,Fire Force,english,0.95
"Unconscious person not breathing, cardiac arrest at the business district",Medical/Hospital,english,0.91
"Maybe someone fainted, please verify at Piazza",Medical/Hospital,english,0.6
"Person with allergic reaction, throat swelling, anaphylaxis at a local house",Medical/Hospital,english,0.92
Demonstration mode active,Other,english,0.92
Waan bala'aan uumame Kebele 04,Police,afaan_oromo,0.77
"Building explosion, multiple casualties at the University campus",Fire Force,english,0.63
Structure fire with visible flames from multiple windows at Central Bank,Fire Force,english,0.97
"Child choking, immediate medical intervention needed at the downtown area",Medical/Hospital,english,0.87
የእሳት አደጋ ተከስቷል ፈጣን ምላሽ ያስፈልጋል በፒያሳ,Fire Force,amharic,0.8
"Testing the app, please ignore",Other,english,0.97
"I think there's a medical issue, can you check? at Bole Road",Medical/Hospital,english,0.48
የወንጀል ክስተት ተከስቷል በስታዲየም,Police,amharic,0.73
"Possible smoke, but I'm not certain at a private residence",Fire Force,english,0.43
Domestic violence incident with active assault at the Hospital gate,Police,english,0.91
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በቀበሌ 04,Fire Force,amharic,0.72
Car crash with fire and suspected DUI at the University campus,Fire Force,english,0.58
Not sure but better check this area at Bole Road,Police,english,0.63
"Person having heart attack, need ambulance immediately at Mexico Square",Medical/Hospital,english,0.91
Gaasiin yaa'a jira Buufata Otobisii,Fire Force,afaan_oromo,0.76
Practice report for training purposes,Other,english,0.97
የህዝብ ጸጥታ ችግር አለ በሲኤምሲ,Police,amharic,0.86
"Something burning maybe, please check at Train Station",Fire Force,english,0.67
ሐኪም በአስቸኳይ ይፈለጋል በሲኤምሲ,Medical/Hospital,amharic,0.7
"Person shot, multiple injuries reported at Piazza",Medical/Hospital,english,0.58
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በማዕከላዊ ባንክ,Fire Force,amharic,0.87
"No emergency, just a test message",Other,english,0.94
Demonstration mode active,Other,english,0.87
"Maybe a robbery, not certain at Bus Terminal",Police,english,0.47
Criminal barricaded in burning building at Summit,Police,english,0.63
Aarii baay'ee jira Piazza,Fire Force,afaan_oromo,0.72
"Unconscious person not breathing, cardiac arrest at the marketplace",Medical/Hospital,english,0.95
"I smell something like smoke, not sure at an Apartment building",Fire Force,english,0.53
"Person having heart attack, need ambulance immediately at the Park",Medical/Hospital,english,0.99
"Building explosion, multiple casualties at my Home",Fire Force,english,0.63
"Person with allergic reaction, throat swelling, anaphylaxis at Kebele 02",Medical/Hospital,english,0.98
"Maybe someone fainted, please verify at the Gas Station",Medical/Hospital,english,0.5
"Sample message, disregard",Other,english,0.96
Dhibee fayyaa cimaa uumame Staadiyamii,Medical/Hospital,afaan_oromo,0.81
"Active robbery in progress, armed suspect on premises at the downtown area",Police,english,0.92
"Severe bleeding, send paramedics right away at the Office",Medical/Hospital,english,0.97
Domestic violence incident with active assault at a residential building,Police,english,0.9
"Maybe there's a fire, can you check? at Summit",Fire Force,english,0.43
Ijaarsi ibidda jala jira Staadiyamii,Fire Force,afaan_oromo,0.73
"A stabbing occurred, victim is bleeding heavily at the downtown area",Medical/Hospital,english,0.62
Dhibee fayyaa cimaa uumame Paarkii,Medical/Hospital,afaan_oromo,0.85
Ibiddi bubba'e jira Daandii Guddaa,Fire Force,afaan_oromo,0.81
"Gas explosion reported, building collapse possible at a private residence",Fire Force,english,0.93
"A stabbing occurred, victim is bleeding heavily at a private residence",Medical/Hospital,english,0.62
"Officer needs backup, suspect resisting at the Gas Station",Police,english,0.9
Domestic violence incident with active assault at the business district,Police,english,0.96
"Severe bleeding, send paramedics right away at Kazanchis",Medical/Hospital,english,0.98
"Apartment fire, people trapped inside at Bus Terminal",Fire Force,english,0.65
Not sure if it's a fire or something else at a family home,Fire Force,english,0.66
"No emergency, just a test message",Other,english,0.96
"Person having heart attack, need ambulance immediately at Adama Market",Medical/Hospital,english,0.97
Forest fire spreading rapidly toward homes at an Apartment building,Fire Force,english,0.91
"Maybe a robbery, not certain at Sarbet",Police,english,0.68
"Severe bleeding, send paramedics right away at Bole Road",Medical/Hospital,english,0.88
የህክምና ድንገተኛ ሁኔታ ተከስቷል በስታዲየም,Medical/Hospital,amharic,0.86
"Possible heart attack, but I'm not certain at Summit",Medical/Hospital,english,0.48
"Gas leak, people are unconscious at Bus Terminal",Fire Force,english,0.66
"Someone might need medical attention, not sure at the Park",Medical/Hospital,english,0.64
"I heard a pop, might be electrical at the Hospital gate",Fire Force,english,0.49
Car crash with fire and suspected DUI at a family home,Fire Force,english,0.58
Just checking if the system works,Other,english,0.88
"Apartment fire, people trapped inside at the construction site",Fire Force,english,0.65
"Person having heart attack, need ambulance immediately at my Home",Medical/Hospital,english,0.91
Terrorist attack causing fire and casualties at the University campus,Police,english,0.52
Ijaarsi ibidda jala jira Kebele 02,Fire Force,afaan_oromo,0.71
"Child choking, immediate medical intervention needed at a local house",Medical/Hospital,english,0.94
"Possible smoke, but I'm not certain at Train Station",Fire Force,english,0.69
"Gas leak, people are unconscious at Kebele 04",Fire Force,english,0.66
Multi-vehicle accident with fire on highway at Mexico Square,Fire Force,english,0.95
Just checking if the system works,Other,english,0.87
"Simulation running, no action needed",Other,english,0.96
"Active robbery in progress, armed suspect on premises at the commercial district",Police,english,0.99
የወንጀል ክስተት ተከስቷል በሲኤምሲ,Police,amharic,0.81
"Maybe someone fainted, please verify at the business district",Medical/Hospital,english,0.66
Not sure but better check this area at the local Pharmacy,Police,english,0.53
Poolisii ariifachiisaa Paarkii,Police,afaan_oromo,0.88
Manni ibidda bubba'e Bole Daandii,Fire Force,afaan_oromo,0.76
"Person with allergic reaction, throat swelling, anaphylaxis at an Apartment building",Medical/Hospital,english,0.94
"I think there's a medical issue, can you check? at Kebele 04",Medical/Hospital,english,0.56
"Apartment fire, people trapped inside at the business district",Fire Force,english,0.65
ሐኪም በአስቸኳይ ይፈለጋል በአውቶቡስ ቴርሚናል,Medical/Hospital,amharic,0.82
"Fight with weapons, people are injured at my Home",Medical/Hospital,english,0.59
"Maybe there's a fire, can you check? at a residential building",Fire Force,english,0.57
Hospitaala nan barbaada Bole Daandii,Medical/Hospital,afaan_oromo,0.72
"Carjacking occurring right now, suspect armed at Summit",Police,english,0.93
"Someone might need medical attention, not sure at Mexico Square",Medical/Hospital,english,0.5
Manni ibidda bubba'e Paarkii,Fire Force,afaan_oromo,0.77
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በዋና መንገድ,Police,amharic,0.77
"Major trauma with heavy bleeding, emergency transport required at Atlas area",Medical/Hospital,english,0.95
"Something burning maybe, please check at Atlas area",Fire Force,english,0.66
"Sample message, disregard",Other,english,0.96
"Could be a break-in, please investigate at a family home",Police,english,0.69
"Child choking, immediate medical intervention needed at my Home",Medical/Hospital,english,0.92
የህክምና ድንገተኛ ሁኔታ ተከስቷል በማዕከላዊ ባንክ,Medical/Hospital,amharic,0.78
"Active seizure, patient needs emergency medical care at a family home",Medical/Hospital,english,0.88
Gas main break with strong odor throughout area at Atlas area,Fire Force,english,0.93
Domestic violence incident with active assault at a family home,Police,english,0.96
Gas main break with strong odor throughout area at a private residence,Fire Force,english,0.94
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በአውቶቡስ ቴርሚናል,Fire Force,amharic,0.85
"Severe bleeding, send paramedics right away at the city center",Medical/Hospital,english,0.89
"Officer needs backup, suspect resisting at the construction site",Police,english,0.97
"Major incident with fire, injuries, and crime scene at Main Road",Fire Force,english,0.55
Ibiddi bubba'e jira Kebele 02,Fire Force,afaan_oromo,0.78
"Major incident with fire, injuries, and crime scene at the downtown area",Fire Force,english,0.55
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በዋና መንገድ,Fire Force,amharic,0.79
Hospitaala nan barbaada Staadiyamii,Medical/Hospital,afaan_oromo,0.85
Just checking if the system works,Other,english,0.87
Criminal barricaded in burning building at Bole Road,Police,english,0.63
"Burglary in progress, suspect inside building at a local house",Police,english,0.93
"Person shot, multiple injuries reported at the Office",Medical/Hospital,english,0.58
Hospitaala nan barbaada Daandii Guddaa,Medical/Hospital,afaan_oromo,0.8
"I think there's a medical issue, can you check? at an Apartment building",Medical/Hospital,english,0.47
"Person shot, multiple injuries reported at the Office",Medical/Hospital,english,0.58
"Carjacking occurring right now, suspect armed at the Hospital gate",Police,english,0.99
Ijaarsi ibidda jala jira Bole Daandii,Fire Force,afaan_oromo,0.75
የወንጀል ክስተት ተከስቷል በዋና መንገድ,Police,amharic,0.78
"Apartment fire, people trapped inside at the downtown area",Fire Force,english,0.65
Domestic violence incident with active assault at CMC Condominium,Police,english,0.94
"No emergency, just a test message",Other,english,0.94
"Officer needs backup, suspect resisting at Kebele 02",Police,english,0.93
አምቡላንስ በፍጥነት ይላኩ በቦሌ መንገድ,Medical/Hospital,amharic,0.87
"I hear someone crying for help, maybe injured at my Home",Medical/Hospital,english,0.65
Criminal barricaded in burning building at the commercial district,Police,english,0.63
Aarii baay'ee jira Piazza,Fire Force,afaan_oromo,0.7
"Industrial fire with toxic smoke, evacuate area at the commercial district",Fire Force,english,0.89
"Carjacking occurring right now, suspect armed at Kebele 02",Police,english,0.89
"Sample message, disregard",Other,english,0.94
"Violent attack, victim unconscious and bleeding at Piazza",Medical/Hospital,english,0.6
Dhibee fayyaa cimaa uumame Buufata Baabura,Medical/Hospital,afaan_oromo,0.72
Riot with fires set to buildings at Gerji,Police,english,0.61
"Someone is acting strange, might need doctor at Kebele 04",Medical/Hospital,english,0.61
Ambulaansii ariifachiisaa Paarkii,Medical/Hospital,afaan_oromo,0.8
"Gas leak, people are unconscious at Adama Market",Fire Force,english,0.66
Ijaarsi ibidda jala jira Kebele 04,Fire Force,afaan_oromo,0.87
"Child choking, immediate medical intervention needed at the commercial district",Medical/Hospital,english,0.98
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በስታዲየም,Fire Force,amharic,0.84
Waan hatamuun uumame Paarkii,Police,afaan_oromo,0.77
"Simulation running, no action needed",Other,english,0.92
"Chemical facility fire, hazardous materials involved at the Office",Fire Force,english,0.98
Waan bala'aan uumame Bole Daandii,Police,afaan_oromo,0.86
"Apartment fire, people trapped inside at Train Station",Fire Force,english,0.65
"Active robbery in progress, armed suspect on premises at a local house",Police,english,0.9
"Chemical facility fire, hazardous materials involved at Gerji",Fire Force,english,0.9
"Gas explosion reported, building collapse possible at my Home",Fire Force,english,0.93
"Maybe there's a fire, can you check? at CMC Condominium",Fire Force,english,0.5
የድንገተኛ ህክምና ያስፈልጋል በስታዲየም,Medical/Hospital,amharic,0.83
"Sample message, disregard",Other,english,0.9
"Child choking, immediate medical intervention needed at a private residence",Medical/Hospital,english,0.9
"I heard a pop, might be electrical at Gerji",Fire Force,english,0.64
Apartment building fire with residents trapped at Bole Road,Fire Force,english,0.88
"Possible smoke, but I'm not certain at the shopping mall",Fire Force,english,0.44
"A stabbing occurred, victim is bleeding heavily at the city center",Medical/Hospital,english,0.62
"Child choking, immediate medical intervention needed at the Office",Medical/Hospital,english,0.88
"Apartment fire, people trapped inside at the marketplace",Fire Force,english,0.65
"Sample message, disregard",Other,english,0.99
Something doesn't look right here at the University campus,Police,english,0.68
ፖሊስ በአስቸኳይ ይላኩ በቀበሌ 04,Police,amharic,0.83
Ambulaansii ariifachiisaa Buufata Baabura,Medical/Hospital,afaan_oromo,0.81
Gas main break with strong odor throughout area at Mexico Square,Fire Force,english,0.99
Rimeen uumame poolisii barbaada Adama Gandaa,Police,afaan_oromo,0.82
Just checking if the system works,Other,english,0.98
Gas main break with strong odor throughout area at a local house,Fire Force,english,0.99
"Chemical facility fire, hazardous materials involved at a local house",Fire Force,english,0.91
Waan hatamuun uumame Staadiyamii,Police,afaan_oromo,0.82
"Testing the app, please ignore",Other,english,0.88
"Shots fired, active shooter situation at a residential building",Police,english,0.97
Demonstration mode active,Other,english,0.95
"Someone is acting strange, might need doctor at a family home",Medical/Hospital,english,0.57
"Maybe someone fainted, please verify at Kazanchis",Medical/Hospital,english,0.68
የህክምና ድንገተኛ ሁኔታ ተከስቷል በቦሌ መንገድ,Medical/Hospital,amharic,0.86
"Active seizure, patient needs emergency medical care at Piazza",Medical/Hospital,english,0.91
"Burglary in progress, suspect inside building at Sarbet",Police,english,0.93
"Testing the app, please ignore",Other,english,0.93
"Something burning maybe, please check at my Home",Fire Force,english,0.55
Gas main break with strong odor throughout area at Mexico Square,Fire Force,english,0.92
"Simulation running, no action needed",Other,english,0.92
"No emergency, just a test message",Other,english,0.88
"Severe bleeding, send paramedics right away at the Hospital gate",Medical/Hospital,english,0.89
Waan hatamuun uumame Kebele 02,Police,afaan_oromo,0.86
Ambulaansii ariifachiisaa Staadiyamii,Medical/Hospital,afaan_oromo,0.78
"Active seizure, patient needs emergency medical care at the Stadium",Medical/Hospital,english,0.87
"Severe bleeding, send paramedics right away at Train Station",Medical/Hospital,english,0.9
"Severe bleeding, send paramedics right away at the business district",Medical/Hospital,english,0.95
"Person with allergic reaction, throat swelling, anaphylaxis at Mexico Square",Medical/Hospital,english,0.89
የወንጀል ክስተት ተከስቷል በሲኤምሲ,Police,amharic,0.73
"No emergency, just a test message",Other,english,0.89
"Shots fired, active shooter situation at Mexico Square",Police,english,0.94
"Possible smoke, but I'm not certain at the commercial district",Fire Force,english,0.6
Ibiddi bubba'e jira Daandii Guddaa,Fire Force,afaan_oromo,0.86
"Active seizure, patient needs emergency medical care at a local house",Medical/Hospital,english,0.97
"Stroke symptoms, FAST positive, need hospital at Main Road",Medical/Hospital,english,0.98
Forest fire spreading rapidly toward homes at the shopping mall,Fire Force,english,0.91
I think I see something suspicious at Central Bank,Police,english,0.6
Gas main break with strong odor throughout area at the University campus,Fire Force,english,0.91
House fire with smoke inhalation victims at Adama Market,Fire Force,english,0.64
Gas main break with strong odor throughout area at the construction site,Fire Force,english,0.94
Just checking if the system works,Other,english,0.98
እሳት ተነስቷል የእሳት አደጋ መከላከያ ይላኩ በቦሌ መንገድ,Fire Force,amharic,0.87
የወንጀል ክስተት ተከስቷል በፒያሳ,Police,amharic,0.78
Manni ibidda bubba'e Kebele 04,Fire Force,afaan_oromo,0.83
Poolisii ariifachiisaa Kebele 04,Police,afaan_oromo,0.75
Just checking if the system works,Other,english,0.91
"Apartment fire, people trapped inside at Kebele 02",Fire Force,english,0.65
"Carjacking occurring right now, suspect armed at Central Bank",Police,english,0.91
"Fight with weapons, people are injured at a local house",Medical/Hospital,english,0.59
"Sample message, disregard",Other,english,0.89
"Possible heart attack, but I'm not certain at a local house",Medical/Hospital,english,0.49
Forest fire spreading rapidly toward homes at the Stadium,Fire Force,english,0.93
ፖሊስ በአስቸኳይ ይላኩ በሲኤምሲ,Police,amharic,0.77
"Could be a break-in, please investigate at an Apartment building",Police,english,0.45
"Sample message, disregard",Other,english,0.93
Not sure but someone looks sick at Kazanchis,Medical/Hospital,english,0.59
"Something burning maybe, please check at Central Bank",Fire Force,english,0.6
Multi-vehicle accident with fire on highway at the Main Factory,Fire Force,english,0.91
ሐኪም በአስቸኳይ ይፈለጋል በስታዲየም,Medical/Hospital,amharic,0.79
Not sure if it's a fire or something else at CMC Condominium,Fire Force,english,0.6
"Someone is acting strange, might need doctor at Bole Road",Medical/Hospital,english,0.55
Not sure but someone looks sick at the construction site,Medical/Hospital,english,0.68
Manni ibidda bubba'e Staadiyamii,Fire Force,afaan_oromo,0.86
Car crash with fire and suspected DUI at the University campus,Fire Force,english,0.58
"No emergency, just a test message",Other,english,0.91
"Possible smoke, but I'm not certain at Adama Market",Fire Force,english,0.53
"Something burning maybe, please check at Central Bank",Fire Force,english,0.63
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በፓርክ,Police,amharic,0.75
Waan hatamuun uumame Piazza,Police,afaan_oromo,0.8
"Building explosion, multiple casualties at Main Road",Fire Force,english,0.63
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በሲኤምሲ,Police,amharic,0.81
"Someone might need medical attention, not sure at the city center",Medical/Hospital,english,0.6
"Child choking, immediate medical intervention needed at the commercial district",Medical/Hospital,english,0.88
ጢስ እየወጣ ነው እሳት ሊኖር ይችላል በባቡር ጣቢያ,Fire Force,amharic,0.78
Manni ibidda bubba'e Adama Gandaa,Fire Force,afaan_oromo,0.77
Gaasiin yaa'a jira Buufata Otobisii,Fire Force,afaan_oromo,0.72
Demonstration mode active,Other,english,0.9
Domestic violence incident with active assault at Bus Terminal,Police,english,0.95
Aarii baay'ee jira Kebele 04,Fire Force,afaan_oromo,0.77
Manni ibidda bubba'e Buufata Baabura,Fire Force,afaan_oromo,0.77
"Shots fired, active shooter situation at Sarbet",Police,english,0.89
ጥቃት ደርሶብኛል ፖሊስ ይምጡ በማዕከላዊ ባንክ,Police,amharic,0.85
"Someone is acting strange, might need doctor at Central Bank",Medical/Hospital,english,0.52
Ibiddi bubba'e jira Kebele 04,Fire Force,afaan_oromo,0.76
"Active robbery in progress, armed suspect on premises at the Main Factory",Police,english,0.97
Structure fire with visible flames from multiple windows at a family home,Fire Force,english,0.9
ዘራፊ ገብቷል ፖሊስ ያስፈልጋል በማዕከላዊ ባንክ,Police,amharic,0.8
"I heard something, might be trouble at Piazza",Police,english,0.57
Just checking if the system works,Other,english,0.95
ቤት ውስጥ እሳት ተነስቷል በማዕከላዊ ባንክ,Fire Force,amharic,0.79
Domestic violence incident with active assault at Train Station,Police,english,0.94
Waan hatamuun uumame Bole Daandii,Police,afaan_oromo,0.86
Ijaarsi ibidda jala jira Buufata Otobisii,Fire Force,afaan_oromo,0.77
"Testing the app, please ignore",Other,english,0.96
Gas main break with strong odor throughout area at Adama Market,Fire Force,english,0.97
Yeroo madaa namni dhukkubsate jira Adama Gandaa,Medical/Hospital,afaan_oromo,0.81
"Violent attack, victim unconscious and bleeding at Kebele 02",Medical/Hospital,english,0.6
Manni ibidda bubba'e Baankii Qabxii,Fire Force,afaan_oromo,0.82
"Someone is acting strange, might need doctor at a residential building",Medical/Hospital,english,0.61
የወንጀል ክስተት ተከስቷል በባቡር ጣቢያ,Police,amharic,0.87
"Possible smoke, but I'm not certain at a private residence",Fire Force,english,0.55
ህመምተኛ አለ ዶክተር ያስፈልጋል በፓርክ,Medical/Hospital,amharic,0.81
"I think I see smoke, please verify at Central Bank",Fire Force,english,0.61
"Carjacking occurring right now, suspect armed at Atlas area",Police,english,0.99
Not sure but better check this area at the local Pharmacy,Police,english,0.54
"Maybe there's a fire, can you check? at the Gas Station",Fire Force,english,0.54
Gaasiin yaa'a jira Staadiyamii,Fire Force,afaan_oromo,0.84
"Person having heart attack, need ambulance immediately at Main Road",Medical/Hospital,english,0.91
Dhibee fayyaa cimaa uumame Paarkii,Medical/Hospital,afaan_oromo,0.84
Criminal barricaded in burning building at Kebele 04,Police,english,0.63
Multi-vehicle accident with fire on highway at the Main Factory,Fire Force,english,0.96
Criminal barricaded in burning building at a family home,Police,english,0.63
Practice report for training purposes,Other,english,0.92
Not sure if it's a fire or something else at an Apartment building,Fire Force,english,0.61
Forest fire spreading rapidly toward homes at an Apartment building,Fire Force,english,0.92
"Chemical facility fire, hazardous materials involved at the Office",Fire Force,english,0.96
I think I see something suspicious at a private residence,Police,english,0.47
"Building explosion, multiple casualties at Mexico Square",Fire Force,english,0.63
Waan hatamuun uumame Staadiyamii,Police,afaan_oromo,0.75
Just checking if the system works,Other,english,0.95
"Apartment fire, people trapped inside at Train Station",Fire Force,english,0.65
ፖሊስ በአስቸኳይ ይላኩ በአዳማ ገበያ,Police,amharic,0.88
Dhibee fayyaa cimaa uumame Adama Gandaa,Medical/Hospital,afaan_oromo,0.72
Protestors burning vehicles at Gerji,Police,english,0.6
Just checking if the system works,Other,english,0.9
"Someone might need medical attention, not sure at the Stadium",Medical/Hospital,english,0.44
"Major trauma with heavy bleeding, emergency transport required at the commercial district",Medical/Hospital,english,0.97
"Unconscious person not breathing, cardiac arrest at Central Bank",Medical/Hospital,english,0.88
የህክምና ድንገተኛ ሁኔታ ተከስቷል በአዳማ ገበያ,Medical/Hospital,amharic,0.7
"Gas leak, people are unconscious at Mexico Square",Fire Force,english,0.66
"No emergency, just a test message",Other,english,0.96
Riot with fires set to buildings at a residential building,Police,english,0.61
Manni ibidda bubba'e Kebele 02,Fire Force,afaan_oromo,0.79
Car crash with fire and suspected DUI at a private residence,Fire Force,english,0.58
"Violent attack, victim unconscious and bleeding at the Main Factory",Medical/Hospital,english,0.6
"I heard something, might be trouble at the Main Factory",Police,english,0.5
"Stroke symptoms, FAST positive, need hospital at my Home",Medical/Hospital,english,0.94
Dhibee fayyaa cimaa uumame Staadiyamii,Medical/Hospital,afaan_oromo,0.73
Ijaarsi ibidda jala jira Staadiyamii,Fire Force,afaan_oromo,0.77
"Sample message, disregard",Other,english,0.93
"I heard a pop, might be electrical at Adama Market",Fire Force,english,0.47
"Child choking, immediate medical intervention needed at Atlas area",Medical/Hospital,english,0.95
የድንገተኛ ህክምና ያስፈልጋል በፓርክ,Medical/Hospital,amharic,0.8
"Testing the app, please ignore",Other,english,0.96
የህዝብ ጸጥታ ችግር አለ በአውቶቡስ ቴርሚናል,Police,amharic,0.76
Aarii baay'ee jira Baankii Qabxii,Fire Force,afaan_oromo,0.72
"Possible smoke, but I'm not certain at Central Bank",Fire Force,english,0.44
ፖሊስ በአስቸኳይ ይላኩ በቀበሌ 04,Police,amharic,0.86
Aarii baay'ee jira Kebele 02,Fire Force,afaan_oromo,0.88
"Severe bleeding, send paramedics right away at the downtown area",Medical/Hospital,english,0.95
"I think there's a medical issue, can you check? at Adama Market",Medical/Hospital,english,0.59
የህክምና ድንገተኛ ሁኔታ ተከስቷል በሲኤምሲ,Medical/Hospital,amharic,0.87
"Person having heart attack, need ambulance immediately at Sarbet",Medical/Hospital,english,0.91
"Person having heart attack, need ambulance immediately at Sarbet",Medical/Hospital,english,0.89
"Sample message, disregard",Other,english,0.98
"Kidnapping witnessed, suspect fleeing scene at the University campus",Police,english,0.96
"Major incident with fire, injuries, and crime scene at the University campus",Fire Force,english,0.55
የህዝብ ጸጥታ ችግር አለ በዋና መንገድ,Police,amharic,0.71
"Someone might need medical attention, not sure at a local house",Medical/Hospital,english,0.44
Structure fire with visible flames from multiple windows at the Park,Fire Force,english,0.93
ቤት ውስጥ እሳት ተነስቷል በቦሌ መንገድ,Fire Force,amharic,0.71
አምቡላንስ በፍጥነት ይላኩ በማዕከላዊ ባንክ,Medical/Hospital,amharic,0.74
Not sure if it's a crime but looks wrong at Kazanchis,Police,english,0.54
Aarii baay'ee jira Kebele 02,Fire Force,afaan_oromo,0.74
Car crash with fire and suspected DUI at the Office,Fire Force,english,0.58
Aarii baay'ee jira Baankii Qabxii,Fire Force,afaan_oromo,0.78
Protestors burning vehicles at the Park,Police,english,0.6
House fire with smoke inhalation victims at an Apartment building,Fire Force,english,0.64
ፖሊስ በአስቸኳይ ይላኩ በአውቶቡስ ቴርሚናል,Police,amharic,0.8
"Person having heart attack, need ambulance immediately at the Park",Medical/Hospital,english,0.94
"No emergency, just a test message",Other,english,0.93
Car crash with fire and suspected DUI at Kebele 04,Fire Force,english,0.58
"I think there's a medical issue, can you check? at Train Station",Medical/Hospital,english,0.44
Just checking if the system works,Other,english,0.92
Rimeen uumame poolisii barbaada Bole Daandii,Police,afaan_oromo,0.8
"Maybe there's a fire, can you check? at Atlas area",Fire Force,english,0.44
"Active robbery in progress, armed suspect on premises at Bus Terminal",Police,english,0.91
"Major trauma with heavy bleeding, emergency transport required at Summit",Medical/Hospital,english,0.87
"Sample message, disregard",Other,english,0.93
"I smell something like smoke, not sure at a residential building",Fire Force,english,0.57
የህክምና ድንገተኛ ሁኔታ ተከስቷል በፒያሳ,Medical/Hospital,amharic,0.75
Not sure if it's a crime but looks wrong at the city center,Police,english,0.59
Waan bala'aan uumame Buufata Baabura,Police,afaan_oromo,0.78
"Severe bleeding, send paramedics right away at Kazanchis",Medical/Hospital,english,0.92
"Building explosion, multiple casualties at a private residence",Fire Force,english,0.63
"Testing the app, please ignore",Other,english,0.95
"Gas leak, people are unconscious at the Office",Fire Force,english,0.66
ጋዝ እየፈሰሰ ነው አደጋ ሊከሰት ይችላል በባቡር ጣቢያ,Fire Force,amharic,0.84
Poolisii ariifachiisaa Kebele 02,Police,afaan_oromo,0.71
"A stabbing occurred, victim is bleeding heavily at the Office",Medical/Hospital,english,0.62
Something doesn't look right here at the downtown area,Police,english,0.47
Gas main break with strong odor throughout area at an Apartment building,Fire Force,english,0.9
"Industrial fire with toxic smoke, evacuate area at the Stadium",Fire Force,english,0.93
አምቡላንስ በፍጥነት ይላኩ በቦሌ መንገድ,Medical/Hospital,amharic,0.79
ቤት ውስጥ እሳት ተነስቷል በቀበሌ 04,Fire Force,amharic,0.77
